title,name
"祝贺中国企业在智能医学影像评测领域获全球第一！
国际医学影像领域的权威评测LUNA(LUngNoduleAnalysis)肺结节智能读片公布的测试结果显示，中国平安集团旗下平安科技的智能读片技术分别以95.1%和96.8%的精度刷新了“肺结节检测”和“假阳性筛查”的世界纪录，双获世界第一。 ​",噪音
祝贺茅台创历史新高的同时，也有深深的遗憾，好东西都让“老外”买走了！哎,噪音
祝福2018年,噪音
驻马店市保险行业协会召开人身险专委会传达“治乱打非”文件精神,行业
注册网约车未到保险公司备案 交强险也要赔,噪音
注册时共享单车给你买了保险你知道吗？,噪音
主要股东穿透式监管、对野蛮人说NO！银行业最严股权新规终落地,监管
"主流险资谨慎布局个股 紧抓""发展新动能""主线",股市研报
主力资金22亿出逃保险板块，中国平安净流出11亿，后市如何操作？,股市研报
"主动管理产品逐步升为券商资管""排头兵""",噪音
"主办单位：中国知识产权报社 未经许可不得复制
ICP备案编号：京ICP备08103642号-2",噪音
竹子说保：注意了！以后买长期险，保费可能随时会涨！,噪音
珠江人寿两次被点名   万能险占比不降反增,经营管理
珠江人寿客户服务节开展“健康生活”体验系列活动,其他相关报道
珠江人寿获评2017年度最佳银行保险服务商,消费服务
珠海市安全生产监督管理局2018-2020年安全生产责任保险推荐承保机构选定项目公开招标公告,噪音
珠海润都制药股份有限公司上市首日风险提示公告,噪音
珠海横琴新区鼓励发展保险产业 每年最高奖励1000万元,行业
朱铭来：保监会开展人身保险专项整治行动利于防范新年伊始保险销售可能出现的各种问题,监管
周晓瑶律师：车祸私了获赔后受害人死亡，能否要求撤销私了协议？,噪音
周五有活动 | 零壹智库闭门会：互联网保险的场景和渠道创新,噪音
舟山保险行业协会召开第七届三次理事会议,行业
眾安在线(06060-HK)股价弹 难道是跟平安财险新协议效应？,经营管理
重庆农商行上演“王者归来”大片：A股IPO申请获证监会受理,噪音
重庆农村贫困人口医保目录内外自付费均有救助,噪音
重庆保险公司迎来新商机_搜狐财经_搜狐网,噪音
重庆保监局“多维度”推动保险业服务实体经济，为地方经济社会发展保驾护航,监管
重庆11部门联合出台金融精准扶贫政策,监管
重疾医疗保险产品推荐,产品销售
重疾险与医疗险虽然都属于健康险中的产品，但它们又是完全不同的两类产品。简单来说，重疾险 是一种定额给付型保险（定额给付性保险是指保险责任的承担，不以实际损失的发生为条件，只要合同中约定的条件成立，不论存在几份合同，每份合同中的保险人都应当按合同中的约定，承担起各自的保险责任；不论 ​,噪音
重疾险和高端医疗险有何区别? 该怎么选择?,噪音
重疾险和百万医疗险有什么区别？,噪音
重疾险的保费会随着年龄的增长而增加的，可以看看每个年龄段的保费。 ​,产品销售
重疾险3.0时代到来 光大永明人寿携大童保险开创“中症”赔付,消费服务
"重疾险, 会因为保险公司破产而失效吗? 正确答案——会!",噪音
重疾保险之王—友邦加裕智倍保今日开售，附推广优惠！,产品销售
重疾，意外在网上保险平台买保险公司的靠谱么,噪音
重大疾病保险怎么买？,噪音
重大疾病保险搜索结果,噪音
重大疾病保险理赔流程,噪音
重大疾病保险必保的25种重大疾病都有哪些？,噪音
重磅消息！热销产品加裕倍安保全面停售，新产品加裕智倍保将取而代之！,产品销售
重磅通知！中国保监会严防保险资金以“明股实债”形式开展股权投资计划,监管
重磅：王牌产品加裕倍安保系列要停售了！,产品销售
重磅！中国保监会发布保险资金设立股权投资计划有关事项的通知,监管
重磅！央行、银监会3600张罚单全解读,监管
重磅！宝能姚振华：我万科股票1股也没卖 净赚500亿！,噪音
众悦人生-女性健康保障计划是否能退保？,产品销售
众悦人生-女性健康保障计划如何进行退保？,产品销售
众悦人生-女性健康保障计划承保的重疾有哪些？,产品销售
众悦人生-女性健康保障计划保单修改完成之前出险怎么办？,产品销售
众悦人生-女性健康保障计划保单是否能修改？,产品销售
众悦人生-女性健康保障计划保单如何进行修改？,产品销售
众悦人生-女性健康保障计划保单多长时间能修改完成？,产品销售
众安在綫：众安在线(06060)车险产品覆盖新增18个地区,产品销售
众安在线与平安财险平分车险业务保费,经营管理
众安在线修改共保协议提高分保比例_经济_数字报_奥一网,经营管理
众安在线调整与平安分保比例 明年车险收入目标60亿,经营管理
众安在线上市后首份财报：保费收入近60亿，技术投入激增,经营管理
众安在线日前在港交所发布公告表示，将修订与平安财险的共保协议，把车险业务的分保比例，从30%（众安）：70%（平安）调整到50%：50%。这意味着每一单车险业务，众安在线安和平安平分保费，共享理赔及各种成本。 ​,经营管理
众安在线凭什么跟平安财险“讲价钱”？,经营管理
众安在线就有“大动作”，提高与平安“分账”比例,经营管理
众安在线陈劲：科技正在塑造保险新生态,行业
众安在线车险市场新增18个区域 覆盖除港澳台外全国范围,经营管理
众安在线车险豹变在即大幅提高共保协议年度交易上限,经营管理
众安在线CEO陈劲：科技重塑保险价值链,行业
众安在线：汽车共同保险保费2018年上限19.6亿、2019年60亿,经营管理
众安在线(06060-HK)对汽车共同保险合作协议作出修订及更改年度上限,经营管理
众安在线(06060.HK)首4个月原保费收入达30.54亿元,经营管理
众安修订与平安车险共保比例保费五五分,经营管理
众安修订与平安车险共保比例；阳光首推AI语音情感识别技术；中保协叫停变相返点行为|保观周报,经营管理
众安万元保医疗【0-65岁】，百万医疗险的最美搭档,产品销售
众安提高与平安的车险“分账”,经营管理
众安平安强强联手——你的车险“保骉”正驶来,产品销售
众安和平安的车险分账比例从3：7改为5：5，为啥？,经营管理
众安车险新年收到“大红包”：可与平安平分保费，并实现区域全覆盖,经营管理
众安车险产品覆盖新增18个地区,产品销售
众安保险产品结构大变 退运险负增长,产品销售
众安保险：中端医疗险市场今年将达200亿,行业
肿瘤可怕？从泰康人寿理赔大数据看如何应对肿瘤风险,消费服务
衷心感谢各大金融机构特别关心本人的假生日。作为其白金客户的建行最简短，反而是从未合作过的泰康人寿最暖,噪音
终于可以实现轻微事故快速定责，快速理赔。这个是向保险公司学习的好案例，值得鼓励支持！,噪音
中邮人寿保险理赔快受好评,消费服务
中邮富富余财富嘉C款保险产品计划,产品销售
中邮富富余财富嘉A款保险产品计划,产品销售
中邮保险再获三项大奖,经营管理
中英人寿乐溢金生年金保险怎么样 月缴满期金系数高于年缴,产品销售
中英人寿乐溢金生年金保险条款分析,产品销售
中英人寿乐溢金生年金保险 （更新）,产品销售
中英人寿保险湖北分公司黄冈中支公司挂牌营业,经营管理
中意人寿推出“福玺年金”保险产品组合,产品销售
中意人寿辽宁省分公司 总保费达6亿元,经营管理
中意人寿“福玺年金”保险产品组合上市,产品销售
中央财政下发农业保险保费补贴啦，青龙获300万元！,噪音
中兴跳楼事件引关注，健康险的这些知识你需要了解,噪音
中信银行出国金融和私人银行双获“2016-2017中国卓越金融奖”,噪音
中信保诚人寿升级尊享惠康健康保障计划,产品销售
中信保诚人寿《运筹投连险》——投连时代到来，你还在等什么?专业团队赚钱更省心,产品销售
中新网湖北 湖北新闻网 男子索要保费不得相胁轻生 民警冒大雪临场处置,噪音
中新（重庆）战略性互联互通示范项目联合工作委员会高官会第二次会议在新举行,监管
中网在线单日飙涨700%！引发哪些相关股票海啸？（附股）,股市研报
中铁十八局集团轨道交通公司盘州项目走访慰问少数民族贫困户,噪音
中天华联招标咨询有限公司,噪音
中润德车险怎么样 投资要满足什么条件,噪音
中瑞保险销售新疆分公司编制虚假资料 被罚款50万元,经营管理
中融人寿前三季亏损逾8亿 董事长和总经理均已换人,经营管理
中美联泰大都会人寿住院补贴医疗保险HI05变更后的保险条款费率表.rar,产品销售
中美联泰大都会人寿意外伤害住院津贴医疗保险条款费率表.rar,产品销售
中美联泰大都会人寿意外伤害医疗保险条款费率表.rar,产品销售
中华人民共和国武汉海关2018年第1号公告,噪音
中华联合人寿保险股份有限公司乌鲁木齐中心支公司开业公告,其他相关报道
中华保险因未按规定报送可疑交易报告等遭央行罚9万,经营管理
中华保险车险好吗 中华保险车险怎么样,产品销售
中宏人寿保险，保您一生平安！,产品销售
中宏保险业务范围介绍,经营管理
中国游客大巴侧翻 中使馆提醒在冰岛注意道路安全,噪音
中国邮政集团公司山东省分公司企业补充医疗保险采购招标公告,噪音
中国银行临沂分行举办中银尊享荟暨VIP客户答谢年会活动,噪音
中国银行保险监督管理委员会党委班子成立,监管
中国银行保险监督管理委员会:坚决打好防范化解金融风险攻坚战,监管
中国银保监会公布2018年1,监管
中国新时代 国寿新征程！热烈祝贺中国人寿保险股份有限公司2017年度保费突破5000亿元,经营管理
中国太平洋人寿保险漯河中心支公司招聘工作人员6人，即日起报名,噪音
中国太平洋人寿保险亳州中支|代替投保人签合同_新浪财经_新浪网,经营管理
中国太平洋保险诸城支公司急聘,噪音
中国太平洋保险股份有限公司简介,噪音
中国太平洋保险股份有限公司,噪音
中国太平洋保险（集团）股份有限公司,噪音
中国太平荣获最具投资潜力上市公司奖及最佳新媒体品牌传播上市公司奖,经营管理
中国太平人寿“保险服务密码”获“最佳智能保险微信服务”,消费服务
中国太平(00966.HK)旗下太平人寿首四月原保费收入按年跌1.3%AASTOCKS 财经新闻,经营管理
中国太保寿险发布6款创新服务产品 扫码阅读手机版,产品销售
中国太保寿险发布6款创新服务产品,产品销售
中国太保寿险“e闪赔” 5秒完成医保理赔申请,消费服务
中国太保集团保险安全认证研讨会上海举办,行业
中国太保――短线继续回调，散户该如何应对？,股市研报
中国太保601601个股推荐 机构评级点评,股市研报
中国寿险公司的最新排名 中国人寿在保险业排名第几,行业
中国人寿祝您2018新年快乐！,噪音
中国人寿招聘销售人员,噪音
中国人寿越买越瘦引发百万吐槽 工行沉默无言-临海新闻网,产品销售
中国人寿员工劝老人买“120岁返本保险”，是真的吗？,消费服务
中国人寿武汉违法伪造虚假资料 干扰依法监督检查,经营管理
中国人寿为龙州扶贫干部预赔付理赔金2.6万元,消费服务
中国人寿推出“盛世尊享”保险产品组合,产品销售
中国人寿盛世御享每年缴费多少钱?,产品销售
中国人寿去年净利增68.6%,经营管理
中国人寿平邑支公司面向社会招募组训讲师6名,噪音
中国人寿老年综合意外险,产品销售
中国人寿老将王思东任太平保险总经理，曾供职新华社香港分社,经营管理
中国人寿荆州分公司组织员工开展义务铲雪活动,其他相关报道
中国人寿济宁分公司快速赔付 15万元意外身故保险金,消费服务
中国人寿跟中国平安有什么差别？,噪音
中国人寿副总经理王思东出任太平保险集团总裁 原中国人寿副总经理王思东出任太平保险集团总裁。公开资料显示，王思东，男，1961年出生，山东大学毕业，高级经济师。曾任中国人寿保险(集团)公司副总裁、党委委员，兼中国人寿保险股份有限公司董事、中国人寿养老保险股份有限公司董事、国寿投资控股有限公司董事长。（21世纪经济报道） http://t.cn/RHTXMqk,经营管理
中国人寿副总裁王思东接棒李劲夫出任中国太平总经理,经营管理
中国人寿成为唯一入选“全球企业市值100强”的中国保险公司！,经营管理
中国人寿陈迪个人新春答谢会,其他相关报道
中国人寿财险为固始县农业发展保驾护航,行业
中国人寿财险赣州市中心支公司诚聘英才!,噪音
中国人寿北京违法欺骗投保人_保险_金融频道首页_财经网,经营管理
中国人寿北京市分公司因欺骗投保人被保监局罚款30万元,经营管理
中国人寿保险岳阳分公司忽悠投保人,消费服务
中国人寿保险销售公司河北分公司正式揭牌,经营管理
中国人寿保险股份有限公司新乡分公司售后服务部,噪音
中国人寿保险股份有限公司厦门市海沧区支公司,噪音
中国人寿保险股份有限公司泉州分公司,噪音
中国人寿保险股份有限公司秦皇岛分公司副总经理郭继武专访,其他相关报道
中国人寿保险股份有限公司激活卡怎样激活 新华保险官方网站卡单激活怎么进入,产品销售
中国人寿保险股份有限公司杭州市滨江支公司第一营销服务部,噪音
——中国人寿保险股份有限公司2017年保费突破5000亿大关,经营管理
中国人寿保险分股有限公司包头收展专业化支公司招聘,噪音
中国人寿2018年开始招聘了，一份工作N份收入，圆你百万年薪梦。,噪音
中国人寿|北京保监局_新浪财经_新浪网,经营管理
中国人寿：1-5月原保险保费收入3071亿元 同比增约2.9%,经营管理
中国人民武装警察部队烟台支队 车险采购竞争性谈判招标公告,噪音
中国人民武装警-察部队烟台支队 车险采购竞争性谈判公告,噪音
中国人民财产保险股份有限公司霍邱支公司简介,噪音
中国人民财产保险股份有限公司宝丰支公司招聘简章,噪音
中国人民财产保险公司招聘简章,噪音
中国人保分公司涉嫌编制虚假报告 被保监会罚款27万,经营管理
中国人保财险吉水支公司理赔分部服务高效获客户赠送锦旗,消费服务
中国平安招聘保险、金融业务员,噪音
中国平安首只ETF产品“平安300” 12月4日面世,产品销售
中国平安人寿万能保险结算利率公告,产品销售
中国平安前9月平安财险原保费收入约1274.27亿元,经营管理
"中国平安的【e家保】产品，一家人医疗保险，每人百万保额,家庭医疗综合保障社保内外全报销,仅199元/年起, 我觉得很适合您，抽空看看呗？http://t.cn/RHp9AYu全球跨年# 花小钱办大事。为您提供家庭综合医疗保障。百万保额仅199元/年起。赔付不限疾病种类，不限社保目录，特殊门诊也能报！平安e家保，一家人的医疗保险！一键投保请点击 ↓",产品销售
中国平安2018开门红产品解读,产品销售
中国平安:保险行业处于揭竿而起时代，由于保监会的限价竞争并不充分。保险市场离所谓的天花板远着呢，就算进入群雄逐鹿时代平安也能攻城略地，这是一只值得一生持有的票，就持有周期来说超过茅台，大A股我找不到第二个。  ​​​,监管
中国平安(02318.HK)1-3月寿险业务原保费收入按年升20.59%AASTOCKS 财经新闻,经营管理
中国平安(02318)H股盘中变脸先升后跌 港股大市仍在整固待变,股市研报
中国平安 直聘专场,噪音
中国看病难和贵的三个原因：1，保险不完善（如果完善就可以把花费问题转嫁给保险公司）；2. 医疗资源不平均（水平都差不多，自然不会聚集到大医院）；3.下级医院缺乏公信力（小病搞得定，但是没人信）。至于为啥睡地铺的人都去最好的医院看病，用屁股都能想明白，对患者来说是“用钱换命”的无奈之举。,噪音
中国大地财产保险股份有限公司肇庆中心支公司诚聘英才！,噪音
中国大地保险荣膺“一带一路”金融服务卓越奖,经营管理
中国保信荣获金融行业两个科技奖项,经营管理
中国保险监督管理委员会浙江监管局关于变更华安财产保险股份有限公司浙江分公司杭州营业部地址的批复,其他相关报道
中国保险监督管理委员会行政处罚程序规定,监管
中国保监会有关部门负责人就开展人身保险治理销售乱象打击非法经营专项行动答记者问,监管
中国保监会印发通知专项治理人身保险乱象,监管
中国保监会通报部分私募股权投资机构违反保险资金运用监管规定的,监管
中国保监会上海保监局,监管
中国保监会山西监管局行政处罚决定书 晋保监罚字〔2017〕12号 ,经营管理
中国保监会山西监管局行政处罚决定书 晋保监罚字〔2017〕12号,经营管理
中国保监会山西监管局行政处罚决定书 晋保监罚字〔2017〕11号,经营管理
中国保监会山西监管局行政处罚决定书 晋保监罚字〔2017〕10号 ,经营管理
中国保监会山西监管局行政处罚决定书 晋保监罚字〔2017〕10号,经营管理
中国保监会披露2017年1月至11月保险行业数据,监管
中国保监会宁波监管局行政处罚决定书（甬保监罚〔2018〕7 号）,经营管理
中国保监会宁波监管局行政处罚决定书（甬保监罚〔2018〕5 号）,经营管理
中国保监会宁波监管局行政处罚决定书(甬保监罚〔2018〕2 号),经营管理
中国保监会开展专项行动治理人身保险乱象,监管
中国保监会开展专项行动 治理人身保险乱象,监管
中国保监会海南监管局行政处罚决定书〔2017〕6号,经营管理
中国保监会海南监管局行政处罚决定书〔2017〕5号,经营管理
中国保监会海南监管局行政处罚决定书〔2017〕4号,经营管理
中国保监会广东监管局汕头监管分局,监管
中国保监会关于组织开展人身保险治理销售乱象打击非法经营专项行动的通知,监管
"中国保监会关于印发《保险销售行为可回溯管理暂行办法》的通知
    保监发〔2017〕54号
    各保监局，中国保险信息技术管理有限责任公司、中国保险行业协会，各保险公司、保险中介机构：
    为规范保险销售行为，维护保险消费者合法权益，促进行业持续健康发展，根据国务院办公厅《关于加强金融消费 ​",监管
中国保监会关于保险资金设立股权投资计划有关事项的通知,监管
中国保监会关于保险业服务“一带一路”建设的指导意见,监管
中国保监会副主席梁涛一行到我州调研保险扶贫工作,监管
中国保监会福建监管局行政处罚决定书(闽保监罚〔2017〕149号),经营管理
中国保监会福建监管局行政处罚决定书(闽保监罚〔2017〕148号),经营管理
中国保监会福建监管局行政处罚决定书(闽保监罚〔2017〕147号),经营管理
中国保监会发布保险资金设立股权投资计划有关事项的通知 来源：保监会网站 日期：2018,监管
中国保监会办公厅关于《再保险业务管理规定》第十一条适用范围的复函,监管
中国保监会：治理人身保险乱象,监管
中国保监会:选购“开门红“保险产品小心被忽悠,监管
中国保监会：去年前11月保费收入同比增19.17% 资金运用余额14.7万亿元,监管
中国保监会：安邦人寿保险三个月内禁止申报新的产品,监管
中国“一行三会”出手规范债券交易行为 重申多项“禁令”,监管
中港通AiH数据：港股升足八日累涨逾1500点 再创逾十年高,股市研报
中港个股：中国平安将启动总公益投入100亿元的三村建设工程--董事长 基金软件,其他相关报道
中德安联保险信托产品介绍,产品销售
中德安联“超级随心健康保险计划”荣获2017年度健康保障产品大奖,产品销售
中保协：上半年互联网保费突破800亿 接近去年全年-双辽新闻网,行业
中保监针对保险公司年初催谷销售行为发风险提示,监管
中保监下发通知规范险资股权投资计划,监管
中保监：保险资金设立股权投资计划不得直接或变相开展通道业务,监管
智通港股解盘(1.5)︱恒指强势震荡观察非农 地产板块再度发力,股市研报
智行天下境外游保障怎么修改保单信息？,产品销售
"致2018的自己：
好事连连，好梦圆圆，放松旅行，说走就走，出行无忧!

汽车玻璃被小石头大了个牛眼肿么办？您先别急着更换，90%的玻璃破损都可以修复，不但省修理费，还避免出险导致下一年保费上涨。好点击下图，进入直播间... ​",噪音
指南者最新报价多少钱，底价购车价格怎么样？,噪音
职工医疗保险如何在网上查询个人账户余额?,噪音
政策支持与企业创新推动 健康险保费增速企稳回升,行业
政策利好健康险 保费持续稳增,行业
正宗【老北京】艾草祛湿足贴50贴<br>【15元券】券后【13元】<br>内部券和下单链接：http://t.cn/RHT9GHA<br>口令：￥8p6X09GLPD1￥<br>古法萃取，祛湿排毒，清体养颜，改善睡眠，调理内分泌，缓解疲劳，摆脱亚健康，养生必备，超值50贴，【赠运费险】<br>------------<br>复制这条信息，打开【手机淘宝】即可领券下单#7年不知女友真名#,噪音
整体上，这些监管函涉及公司产品问题、电销网销问题、偿付能力问题和公司经营问题，共有34家公司因为某些问题收到监管函，其中珠江人寿、弘康人寿和阳光人寿分别收到了两次监管函。http://t.cn/RHXduam ​,监管
整个保险业沸腾了！又一张亿元保单诞生，一席话惊醒亿万人！,噪音
真好，走应急车道就应该12分扣光，来年保费翻倍，没道德观念的傻逼只能靠这个来治。 //@赵管家Turbo：两个臭傻逼,噪音
针对人身险销售乱象保监会开展“治乱打非”专项行动,监管
浙商财险因“五宗罪”被罚 被责令1年禁碰保证保险,经营管理
浙商财险兜底侨兴债：要上市的蚂蚁、众安避免了尴尬,经营管理
浙江省渔业互保协会召开2017年水产养殖互助保险业务研讨会,行业
"浙江省工伤保险费率新规定 2018年1月起执行,邦芒人力资源有限公司 http://t.cn/RHTP5dP ​",噪音
浙江省保险行业协会表彰“2017年度保险好新闻” 获奖作品及媒体,经营管理
浙江律师来普法|离婚时，保单如何分割？,噪音
浙江保监局：平安财险违法提供“服务费”,经营管理
浙江保监局：平安财险杭州中支资料造假,经营管理
浙保监罚〔2017〕14号行政处罚决定书 ,经营管理
